text,prediction
@eren_savas teşekkürler ben de radyo sanıyordum,[[0.3229543 0.6770457]]
@Lik3Dyin 6 sslik yazıya cevap vermemek mi kötüsün bayan..,[[0.46964119 0.53035881]]
@methcass @KartalUmit1903 @AmeliaParantez @nocontextamci bir şey*,[[0.46964119 0.53035881]]
RT @ercancardakci: “Merak etme o sana döner!”Dediklerinde aklıma tavuk veya et döner geliyo,[[0.46964119 0.53035881]]
Ekleşelim beybilerr  https://t.co/iOoak2bM28,[[0.40711539 0.59288461]]
@bbpvbkb ailevi sorunlarım var seni üzmek istemiorum sana değil herkese böyleyim,[[0.46964119 0.53035881]]
Hepsinden yoruldum ya gücüm kalmadı 😑,[[0.46964119 0.53035881]]
RT @aliaktas7: Binali Yıldırım'ın Sedat Peker’in iddialarına karşı oğlunun kendi inisiyatifi ve kendi imkanlarıyla Venezuela'ya Covid 19 ki…,[[0.46964119 0.53035881]]
@gokceazmazz Off senin adına üzüldüm çekilmez,[[0.46964119 0.53035881]]
"RT @furkanhabernet: 5 gündür kayıp işadamı Koray Sarısaçlı'nın eşi Rumeysa Sarısaçlı Hocahanım: \"Emniyet",[[0.46964119 0.53035881]]
@sumeyyademirel7 Bir dahakine gidiyoruz fazla düşünmeye gerek yok djjsjs,[[0.46964119 0.53035881]]
Lila oje sevmiyorsan olmaz ya😉😄,[[0.46964119 0.53035881]]
@iyiinsanlarrr @Ban3457 @binkitapaIinti Sanırım siz bir sahaf olmalısınız? :)),[[0.46964119 0.53035881]]
neyse bu kadar gündem yeter biraz aptal ask filmi açıp kafa resetleyelim,[[0.48886574 0.51113426]]
Birine duymak istediği şeyleri söyleyince iyi insan oluyorsunuz. Hepsi bu işte.,[[0.46964119 0.53035881]]
Bazı insanların var olma olasılığı,[[0.46964119 0.53035881]]
RT @emratemizkan: MedyaEliyle TuzakKuruluyor...Bu temiz yayını mutlaka izleyin ve izletin..Gerçekleri birinci ağızdan yani Korayn beyin  ağ…,[[0.46964119 0.53035881]]
@sevdaturkusev @EmniyetGM O kadar siyasi aşkı sizi sarmış ki yerlerine ölmeyide istersiniz,[[0.46964119 0.53035881]]
RT @buddwifey: 3 saat meditasyon yapip burda saatlerce küfür kiyamet kavga edince benim disil enerji   https://t.co/HbrxHiu4cN,[[0.40711539 0.59288461]]
RT @artcullture:  https://t.co/Rq3hrEh7XA,[[0.40711539 0.59288461]]
@nebakiysinibine Anırmaya gelen var normal 😊😊,[[0.33067473 0.66932527]]
RT @EmniyetGM: Düşsen de korkma,[[0.45258446 0.54741554]]
İnsan herşeyden de yorulurmuş😑,[[0.45258446 0.54741554]]
kedimle her gece yaşadığım diyalog  https://t.co/wHZXqqZh6Z,[[0.40711539 0.59288461]]
okullar açılmadan 10 kilo veremezsem okulların açılmasının bir anlamı yok malsf,[[0.31077897 0.68922103]]
Slow şarkı dinleyip etrafı izlemek artık hobimm,[[0.41377562 0.58622438]]
RT @eumrumdamisence: mücadelesini verdiğim şeylerin ulaşılabilirliği ağrıma gidiyor bir çoğunuzun önüne konulsa elinizin tersiyle itersiniz…,[[0.46964119 0.53035881]]
hırsızlığın bile edebiyatı yapılıyor koduğumun ülkesinde,[[0.46964119 0.53035881]]
@PervinGunay Allah kolaylık versin  🤭,[[0.46964119 0.53035881]]
Psikoloji final ödevini teslim ettim  https://t.co/GQ54KPvhVq,[[0.33542924 0.66457076]]
İyilik bir ayrıcalıktır.,[[0.46964119 0.53035881]]
@S_ezer01 Güzel bir şey mi söyledin lks jfnfö,[[0.46964119 0.53035881]]
Pervane olan kendini gizler mi alevden,[[0.46964119 0.53035881]]
Kalbimiz ölülerle dolu.,[[0.46964119 0.53035881]]
Mutluluğu herkesle paylaşabilirsin ama acıyı paylaştığın insanlar özeldir.,[[0.46964119 0.53035881]]
RT @furkanhabernet: SON DAKİKA | Furkan Vakfı Gönüllülerinden,[[0.38987615 0.61012385]]
RT @gregorsamsamsi: Belirgin olmayan,[[0.46964119 0.53035881]]
Sabah sabah yaylaya gitmek beni her seferinde yaşlandırıyorrrr,[[0.46964119 0.53035881]]
İnstada herkes yakın arkadaşlara eklemiş beni hayırdır ne bu samimiyett,[[0.46964119 0.53035881]]
hem böyle bi ortama para bayıp hem de izlemek yerine telefondan maç takipleyen bi erkekle çıksam mal aq diyip ayrılırım malesf,[[0.45258446 0.54741554]]
benim kafanın takıntı seviyesi  https://t.co/AOO4Lk3Vh7,[[0.40711539 0.59288461]]
@borsacibaba Grafikler işlese veya mantık işlese bankalar çıkmalı olurdu kredi veren düşüyor kredinin aktığı gyolaar yükseliyor mantıksal değil. at yarışı tahminleri gibi eşşek geliyor’ faoriler yatıyor gelmiyor.,[[0.46964119 0.53035881]]
@kripto_cem Evet sağlam adımlar ile aşağı doğru gitmekte,[[0.46964119 0.53035881]]
RT @antakya_furkan: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/od6iR7I…,[[0.37038487 0.62961513]]
RT @frknnesli12: Suçsuz yere gözaltına al,[[0.43435452 0.56564548]]
@angelifca kızlar adanada yaşayan bebeklere soruyorum adanada psikolog/psikiyatr arıyorum ikisi de olur ama hepsi 400 tl.. yok mu 300 tl ve altı gittiğiniz danışanını dinleyen ilgilenen memnun kaldığınız,[[0.45258446 0.54741554]]
bu dünyaya çocuk getirmek gerçekten artık o kadar mantıksız ki. Maddi açıdan yeterlilik durumunu geçtim,[[0.46964119 0.53035881]]
@dilaracann30 😊..,[[0.46964119 0.53035881]]
@Ozgekocahan Olurr🤩,[[0.46964119 0.53035881]]
@sevincliismail Fazla sevinme yarın Suriyeli tugayını hazır etsinler 2500 e size güle güle derler maalesef.,[[0.46964119 0.53035881]]
@Ozgekocahan Tmm,[[0.46964119 0.53035881]]
RT @kahvefali601: Etkinlikler yapıp sayfayı biraz canlandıralım mıı 💗 sizin için daha verimli olmak istiyorum   🌻 Şu an içerisinde bulunduğ…,[[0.46964119 0.53035881]]
@csofmyeuphoriax psikolojim o kadar bozuluyo ki böyle şeyler anlatmalarından bir ilişki yapsam kontrol manyağı ruh hastası olurum bunlar yüzünden,[[0.46964119 0.53035881]]
@borsacibaba Faize yükselişi bankaya yararda gyolar nasıl yükseliyor anlamı yok bunu yabancıda görüyor ve girmiyor saçmalık.,[[0.46964119 0.53035881]]
RT @birankarali: @aliaktas7 Hem kendi imkanı ile gitti; resmî seyahat degil diyor. Hem de devletin elinde olması gereken test kitlerini göt…,[[0.45597279 0.54402721]]
@pelinuzl Bende retweet attım sandım çok kötü bu anı yaşamak ya,[[0.46964119 0.53035881]]
Bizleri bizlerden başkası güldüremez,[[0.46964119 0.53035881]]
@Marcelinexdd Herkes kırılıyor,[[0.46964119 0.53035881]]
@babyyhibisco hemen kaldırdım ask senin için ✍🏻,[[0.48886574 0.51113426]]
O fesat düşüncelerinizde boğulun,[[0.46964119 0.53035881]]
RT @ihsandln: Tutuksuz yargılamanın esas olması gerektiği adalet saraylarında(!) delilsiz ispatsız talimatla verilen tutuklama kararlarını…,[[0.46964119 0.53035881]]
@esoylu90 Teşekkür ederim,[[0.46964119 0.53035881]]
@ScarlettDreams2 💯🧿,[[0.46964119 0.53035881]]
Her şeyi yapacak kadar istekli,[[0.46964119 0.53035881]]
@borsacibaba Ben 1 tane durumu kötü fırıncı görmedim bindikleri araçlar 800 binlik araçlar bir simit olmuş 1’50 hala ağlıyorlar herkes zam yapsın.,[[0.28852765 0.71147235]]
RT @semrakuytul: Furkan Vakfı gönüllülerine neden işkence yapıldı? Gözaltına alınan Furkan Vakfı gönüllülerine ne söyletilmek istendi? Dosy…,[[0.46964119 0.53035881]]
@atarl_cavidan61 Nerdesin ablam konum at  😄😘,[[0.46964119 0.53035881]]
RT @furkanvakfi: ADALET BEKLEMEK SUÇ MU?  Kardeşleri için adalet bekleyen yüzlerce Furkan Gönüllüsüne Adana emniyetiden orantısız müdahale!…,[[0.46964119 0.53035881]]
Bir zahmet üstüne alınabilirsin   ' özledim ',[[0.46964119 0.53035881]]
Keşke hastalandığımız zamanki davranışımız da normal karşılansa.,[[0.33067473 0.66932527]]
RT @Ruya_Grck: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı!  Yargısızİnfaza Son   https://t.co/Gt8r8z4sk0,[[0.37038487 0.62961513]]
Şeker gibi çocukların kalbini kırdınız püü aq ...,[[0.46964119 0.53035881]]
@yenisafak Neyin kafası bu acaba Venezuela mı😊 20 yılda olmayan 1 ayda olacak😂,[[0.46992793 0.53007207]]
@Ozgekocahan Küssündür ama sevdiklerini kıramıyorsundur,[[0.46964119 0.53035881]]
Muhtaç bırakıp yardım etmek  planlanmış cinayettir.,[[0.46964119 0.53035881]]
RT @demetalgancoban: Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor…,[[0.46964119 0.53035881]]
iyi forumlar dostlarım  https://t.co/M3omqRQ8C8,[[0.40711539 0.59288461]]
RT @AhinSubat: Kardeşlerini yalnız bırakmayan cesur bir Lider.. Şu kare her şeyi anlatıyor.. Mazlumların umudu kıymetli hocam..  Kardeşleri…,[[0.46964119 0.53035881]]
RT @aktif_haber: Kaçırılan işadamı bulundu,[[0.46964119 0.53035881]]
RT @kelimeburc: Terazi: gülümsüyorsun,[[0.46964119 0.53035881]]
Sen yeşillik seviyorum diyince bende ormancı oldum güzelimm,[[0.46964119 0.53035881]]
RT @Hilal01Defne: Kardeşlerimiz SerbestKalsın  https://t.co/xMjRI7xhvT,[[0.40711539 0.59288461]]
RT @alparslankuytul: Gözaltındaki kardeşlerimi tebrik ediyorum. Bu zulme teslim olmadılar. Ne kadar işkence yaptılarsa da onlardan istedikl…,[[0.46964119 0.53035881]]
@painter00000000 Çünkü en güzel halayı onlar çekerler ayrımcılık yapmak için yazmadım arkadaşlarım diye belirttim  .,[[0.46964119 0.53035881]]
@t24comtr Normalde Camiler ibadet bitimi kilitlenir demekki bugün açık bırakılacak bunu dahi anlamayıp salya akıtanlara anlam vermek zor ki vardan bile saymaya gerek yok gibi.,[[0.46964119 0.53035881]]
@ensonhaber İlerlemiş Türkiye.,[[0.46964119 0.53035881]]
@dilaracann30 ♡,[[0.46964119 0.53035881]]
Biz kötü olmaya çalışsakta olamayız oçları ile uğraşmak hobimizz,[[0.46964119 0.53035881]]
@gullceB Ahajskalalsjdjr yaaa mutlu olmaca!,[[0.46964119 0.53035881]]
erkek bireyle date'e çıkmak için bu kadar para harcamaya değer mi ablacım cidden,[[0.37328592 0.62671408]]
@bahamot007 Evet bıktık patatesli yiyecekler yemekten :/,[[0.46964119 0.53035881]]
@gullceB yapılsın 🤝,[[0.46964119 0.53035881]]
@ATAKIIZI @burhanaudu Ceza fazla olabilir ama azda kimine çoktur çıkma dışarı acil bir durum yoksa çıkma,[[0.46964119 0.53035881]]
RT @m_cakir01: Kardeşlerimiz SerbestKalsın !!!,[[0.46964119 0.53035881]]
Hayırlı sabahlar,[[0.46964119 0.53035881]]
RT @ah_ekinci: MedyaEliyle TuzakKuruluyor Medya kulağının üstüne yatmaya,[[0.46964119 0.53035881]]
@Aysenurtiryaki2 ahanskslalqşwqhwk ay çuk utanurum aşkum gönderme üle şeyler mahçup ulurum diyip hepsini mideye indirmesi 🤝,[[0.46964119 0.53035881]]
@Ozgekocahan Sana bir sürü papatyaaaaaa❤️‍🔥,[[0.46964119 0.53035881]]
@lowiqdetected TRT ye çıksaydın,[[0.46964119 0.53035881]]
RT @furkanvakfi: ÇİRKİN KUMPAS GİRİŞİMİNİ LANETLİYORUZ!  Önce emniyette işkenceyle suçu kabule zorladılar,[[0.76269171 0.23730829]]
@Ozgekocahan Tamam Özge sövmüyorum jajajajaj,[[0.46964119 0.53035881]]
RT @Ozgekocahan: Bir Mehmet Güney atasözü der ki sabah sabah sabah olmuyor,[[0.46964119 0.53035881]]
RT @ebulmevdudi: Bu gün kurulduğundan beri Grup Furkan'da görev almış dostlarımızla biraraya gelip Şefimiz Kemal abimizi hayırla andık,[[0.46964119 0.53035881]]
@ziring34 Korkma! En iyi insan ölü insandır.😂😅🤗,[[0.46964119 0.53035881]]
@UretimYerli Bu aralar hayırlı haberler yine çoğaldı yani zaten verecek bişey de kalmadı,[[0.45258446 0.54741554]]
@bsraacaakr Evet bazen sınırlarını çizmen gerekiyor önce uyarı.,[[0.46964119 0.53035881]]
RT @frknnesli12: Tertemiz hayatı olan,[[0.46964119 0.53035881]]
RT @feyziarslan4: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️❗️❗️  Etiketimiz:  MedyaEliyle TuzakKuruluyor,[[0.46964119 0.53035881]]
RT @ID6ix:  https://t.co/qutiC0bAVc,[[0.40711539 0.59288461]]
Acımıyormuş gibi yaparsın bir bakmışsın gerçekten de acımaz,[[0.45258446 0.54741554]]
RT @Rmysa_Sari: Merak edenlere,[[0.46964119 0.53035881]]
RT @Murattzkprn12: Eğer zalim ısrarla zulme devam ediyorsa bil ki sonu yakındır... *  Eğer mazlum da ısrarla direniyorsa bil ki zafer yakın…,[[0.46964119 0.53035881]]
Hükmünü veremediğimiz hiçbir şeyin sahibi değiliz.,[[0.46964119 0.53035881]]
RT @furkanvakfiTT: Aynı Dakikalarda Çelişkinin Böylesi!  @cnnturk @KanalD   MedyaEliyle TuzakKuruluyor  https://t.co/DViKF4gCMB,[[0.40711539 0.59288461]]
@Rabiaergell Yani bu burun ekran fotosu olur fındık maşallah 🧿,[[0.46964119 0.53035881]]
RT @M_Kaynarpunar: Mafya tarafından kaçırıldıktan sonra serbest bırakılan Koray S. Savcıya verdiği ifadenin ardından açıklama yaptı: Furkan…,[[0.46964119 0.53035881]]
@iam_gorkem hayat bizi ruh hastası yapmak için uğrasıyor maalsf,[[0.46964119 0.53035881]]
RT @tarotboxx: tarot acıon  kılıç üclüsü cıkıo  tarotu kapatıon,[[0.46964119 0.53035881]]
Bu M.G 😑,[[0.46964119 0.53035881]]
"Ayrıca felan değil \"falan\"",[[0.46964119 0.53035881]]
@borsacibaba Aza kanaat etmeyen çoğu bulamaz.,[[0.46964119 0.53035881]]
@t24comtr Şehitleri unutmamız gerekiyor bu saman o saman,[[0.46964119 0.53035881]]
niye sadece kedini paylaşıyorsun diyorsunuz arkadaşlar benim tek hayatım kedim malsf ❤️💘💝💖💗💓💞💕❣️,[[0.46964119 0.53035881]]
Takıl takıl gez gez tabikide uykunun lütuf olduğunu anlarsın,[[0.46964119 0.53035881]]
"@csofmyeuphoriax askım öncelikle basın sağolsun 💖 dediğin gibi o kadar leş bir şey ki taziye evi denen şey. Acın varken daha ilk günden hayatında ilk defa gördüğün 100 kişiye hizmet ediyosun utanmadan biri diyo ki \"ayranım bitti doldursana\" falan :d ve bu 100 kisinin 1i bile taziyeden sonra bir",[[0.46160429 0.53839571]]
biz buradan devam  https://t.co/HtnBS27Cxm,[[0.40711539 0.59288461]]
Bir çoğunluğunuz benim için benzer insanlarsınız sıradan,[[0.46964119 0.53035881]]
Salaklık ya hobileri yada yaşam biçimleriii,[[0.46964119 0.53035881]]
@pelinuzl Ben kankalarını tanımak istiyorum bir ara😂 ama çok uzattın be kısa yaz bırak ndndnd,[[0.28852765 0.71147235]]
@aduhsalihaa Yurtiçi kargo sıkıntılı biraz çok atıyorlar üşengeçler.,[[0.46964119 0.53035881]]
RT @kasimkaradas: Adana'daki işkence iddiaları titizlikle soruşturulmalı ve faillere en ağır ceza verilmelidir.  İşkence insanlık suçudur a…,[[0.46964119 0.53035881]]
RT @ahdevefafv:  https://t.co/AR0H9ruSFl,[[0.40711539 0.59288461]]
İnanılmaz ya gerçekten,[[0.46964119 0.53035881]]
RT @YakutHukuk01: Gördüğü işkence sonrası ifade alınacağı sırada ki gülüşün birilerine dert oldu demek ki kurdukları tiyatro mahkeme ile tu…,[[0.46964119 0.53035881]]
@YELVE5 Günaydın☘,[[0.46964119 0.53035881]]
Kendimi sevmem bu kadar mı koydu koysun iyi koymuş  😛,[[0.46964119 0.53035881]]
Bize niye yön veriyor şüphelerrr,[[0.46964119 0.53035881]]
@fahrettinaltun Kamu ellerinde olsa torpilci partisi olurdu bişey olmayınca böyle oluyor.,[[0.46964119 0.53035881]]
Gönül darlığı geçim sıkıntısından daha şiddetlidir.,[[0.46964119 0.53035881]]
"RT @ademyarslan: Sedat Peker yıkıyor ortalığı bizim muhalefet \"10 bin dolar alan AKP'li kim?\" diye laf çeviriyor.  Adam bir kalemde milyar…",[[0.41354482 0.58645518]]
@prof_karatay Ülkeyi yiyenler gitsin,[[0.46964119 0.53035881]]
@borsacibaba Hisselerin alayı balon balon ne zaman söner öyle yoluna girer.,[[0.46964119 0.53035881]]
@ilaydasekeerr Sen onu mu özümsedin knks,[[0.46964119 0.53035881]]
@kymopolleia İlk önce kokuyor mu diye bakarım😊,[[0.46964119 0.53035881]]
RT @Hilal01Defne: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️  Etiketimiz;  AdanaEmniyetinde İşkence,[[0.46964119 0.53035881]]
Kralında soytarıdan bir farkı yok.,[[0.46964119 0.53035881]]
Denizler balıkların göz yaşlarıdır.,[[0.46964119 0.53035881]]
RT @gokhanozoguz: Dizel yakıt 7.25  Benzin 7.22 1 Dolar 86.5 tl 1 Euro 10.43 tl Şaka mı bu ? Her hafta herşeye zam.  Türetme Vergiler katla…,[[0.31077897 0.68922103]]
@cilekliimocha Babanda bir erkek senin çocukluğuna inmek gerek taciz falan mı var.,[[0.46964119 0.53035881]]
@muchtsirin 🙄,[[0.46964119 0.53035881]]
@olduozaman000 Eyvallah,[[0.46964119 0.53035881]]
ölsem de kocam mezarıma böyle bi kadınla gelse en başta benden sonra bunu mu buldun amk diye kocama acır daha sonra kadının güneş gözlüğünü götüne sokabilmek için ruhsar gibi yeniden dirilirim,[[0.45258446 0.54741554]]
Sadece biraz crazyy,[[0.46964119 0.53035881]]
RT @semrakuytul: İşadamı kaçırıldı diye haber yapanların,[[0.46964119 0.53035881]]
şöyle birini hayatıma alıp bundan çocuk yapacağıma kendimi siker çoğalırım kadın da yüksek ihtimalle aile baskısı ile evlendi allah sabır versin,[[0.46964119 0.53035881]]
biri bana tosunum dese artık hiçbi şeyim olur,[[0.46964119 0.53035881]]
@sevvara 41 kere maşaallah mfjfjfj,[[0.46964119 0.53035881]]
@dilarasariikaya hshdhdjjd,[[0.46964119 0.53035881]]
RT @AvBilalipek: #AdanaEmniyeti  Gözaltında 4. Gün.   3 Müvekkilimizin emniyet aşamasında ifadeleri alındı. Müvekkillerimiz susma hakkını k…,[[0.46964119 0.53035881]]
Kaşının karası bana sınav,[[0.46964119 0.53035881]]
@dilekzdg profilini benle doldurmuş sadece ahajskd,[[0.46964119 0.53035881]]
@Ozgekocahan Pozitif düşün negatif olmaya devam etsinnn cnm dnnddn,[[0.46964119 0.53035881]]
@cerenfacts A,[[0.46964119 0.53035881]]
@GoyGoyLama @Micklerius Of ne alaka ya o zaman insanlar kendi düğünlerinde illa sana şeker çikolata dağıtmak zorundalar mı :d hayvanları beslemek ve besletmek farkındalık kazandırmak istemişler boş yapma,[[0.46964119 0.53035881]]
'Kalbim bana hep insanların içlerinin iyi olduğunu söyler,[[0.46964119 0.53035881]]
Ulan corona nelere kadirsin abv.,[[0.46964119 0.53035881]]
Hiçbirimiz masum değiliz. Bunun cinsiyeti yok.,[[0.46964119 0.53035881]]
RT @furkanvakfi: Adana Adliyesi önünde kardeşlerinin serbest bırakılmasını bekleyen Furkan Gönüllülerine polis müdahalesi!  Kardeşlerimiz S…,[[0.46964119 0.53035881]]
@Hodbehot Nolur..,[[0.46964119 0.53035881]]
@ygtmls62 😊,[[0.46964119 0.53035881]]
@dralpsimsek Formamı isterim abi,[[0.46964119 0.53035881]]
@csofmyeuphoriax ahajakakajdj çok mantıklı??? Hemen kykda kalan arkadaş yapılsıınnn,[[0.46964119 0.53035881]]
En verimli olduğum zamanları yaşıyorum. Hobimi işe çevirdim,[[0.46964119 0.53035881]]
@SemirYapici Bugünlerde ruhumda korkunç bir ur var Derinlerde sinmiş SEMİRmiş bi sansar???   https://t.co/rxMGfrmYlC,[[0.40711539 0.59288461]]
RT @MahmudPalaz: Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor mus…,[[0.46964119 0.53035881]]
RT @emratemizkan: Kardeşlerimiz Serbest Kalsın Bu saçma sapan iftiralarinizdan bir an önce kurtulsunlar.,[[0.46964119 0.53035881]]
RT @01mustafasahin: 3 Furkan gönüllüsü arkadaşlarımızın tertemiz oluşuna sayısını bilemediğim kadar insan şahittir ve suçlu olduklarına dai…,[[0.46964119 0.53035881]]
RT @nar_sutlup: Adana emniyetine ait çevik kuvvet ekipleri Adana adliyesi önünde Furkan gönüllülerine zulmediyorlar.  Kardeşlerimiz Serbest…,[[0.46964119 0.53035881]]
@sellyapisces bilen birilerinin olması çok güzel 🥺💙,[[0.46964119 0.53035881]]
Herkesin masalın sonunda kendi hayatına dönmesi,[[0.46964119 0.53035881]]
"RT @srkntnyldz: #Sondakika Bir vatandaşımız \"Suriyeli sapıklar yüzünden parklarda rahatça oturamıyoruz\" dedikten bir kaç saniye sonra",[[0.46964119 0.53035881]]
@M_Aslann2121 @mbeydagiturizm @DIBAliErbas İyi ki islamı müslümanlardan değil de kurandan öğrenmişim.. yoksa müslüman olmazdım. Diyen aklı daha iyi anlıyorum koca otobüs senin kıt alın için duracak  olur.,[[0.45258446 0.54741554]]
Tamam evdeyiz okey ama niye elektriği kesiyorsunuz kardeşim ya !,[[0.46964119 0.53035881]]
@GoyGoyLama @Micklerius nesini aşağılamışlar aq kedi mamasını da yemesinler bi zahmet,[[0.46964119 0.53035881]]
@ilaydasekeerr 😄😄,[[0.46964119 0.53035881]]
@hazalerogglu2 Eli yüzü temiz bütün bayanlara adayım dermişim hayırlısı be tatlım 😋,[[0.46964119 0.53035881]]
kedimin mama parasını çıkarmak için 4 saattir çalışıyorum yine,[[0.46964119 0.53035881]]
Hallolur diyorsun ama dediğinle kalıyorsun,[[0.46964119 0.53035881]]
Hala iktidarı savunanlar utanır mı acaba bence utanmaz.,[[0.46964119 0.53035881]]
@Mervedee Yoo,[[0.46964119 0.53035881]]
kızlar ama bana cilve yaparsanız ben gönderirim hepinize 🥵🥵,[[0.28852765 0.71147235]]
RT @seyittumturk7: Burası Çin’in soykırım uyguladığı Doğu Türkistan. Bunlarda işkence çeken Müslüman Uygur Türkleri. Hani zulüm ve soykırım…,[[0.46964119 0.53035881]]
RT @Gariban89104963: MAZLUMDER İstanbul Şube Başkanı ve MAZLUMDER Dış İlişkilerden Sorumlu Genel Başkan Yardımcısı Ali ÖNER @ali23oner Günd…,[[0.46964119 0.53035881]]
@ilaydasekeerr Biliyorum bununda etkisi var  sevmek sevilmek güzeldir ama 😉,[[0.46964119 0.53035881]]
@eminpazarci Bir fabrikaya hırsız girse bekçiyi sorgularız bir ambara fare girse ambarcıyı bile sorgularız.ekonomiyi bakkal Nizamettin bey den mi? Sorucağız.,[[0.40541629 0.59458371]]
evet doğru cevap bne,[[0.46964119 0.53035881]]
Beklentiler sadece üzer,[[0.46964119 0.53035881]]
RT @Huseyin_Sah27: Bugün Yusuf hocam'da olduğu gibi onlardan da suçu üstlenmelerini yoksa çok daha kötü işkenceler yapacaklarını söylüyorla…,[[0.46964119 0.53035881]]
Arda turan imzalı formamı göstermem lazımmm günlerden @GalatasaraySK @ArdaTuran  https://t.co/5PmwY1FoSs,[[0.40711539 0.59288461]]
RT @Ruya_Grck: Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor musun…,[[0.46964119 0.53035881]]
@kubrayksl1 Ağlamalık birşey yok bu ligin en büyüğü Galatasaraydır💛♥️,[[0.46964119 0.53035881]]
"RT @ahmethocam: \"Allah’ım! Altından kalkamayacağım borçtan",[[0.46964119 0.53035881]]
@sellyapisces Aynı anlarda aynı şeyi izleyip ağlamamız... 🥺🤍,[[0.46964119 0.53035881]]
RT @artcullture:  https://t.co/37mFRIK9mJ,[[0.40711539 0.59288461]]
Daha zamanı var sabret;),[[0.46964119 0.53035881]]
RT @ebru7747: 3- Gelelim komik düştükleri ve rezil oldukları kısma ! Yandaş medya Furkan Vakfının altında mahzen var dedi. İHA ise özel şif…,[[0.46964119 0.53035881]]
Hayatın en güzel yanı sonlu olmasıdır.,[[0.46964119 0.53035881]]
Güzel kızımı ilk sahiplendiğimde / şimdi  https://t.co/lyIii6Hkqz,[[0.40711539 0.59288461]]
RT @alimahir: Ankara Bölge İstinaf Mahkemesi Başkanı Esat Toklu,[[0.46964119 0.53035881]]
RT @wannawave:  https://t.co/ATSkMht9dk,[[0.40711539 0.59288461]]
Good night  🤦‍♀️,[[0.37018267 0.62981733]]
@iremsehren @Ozgekocahan Ya irem ne ağladın ya bir sene daha hazırlanırsın çok çok,[[0.46964119 0.53035881]]
Tüm körler gördü,[[0.46964119 0.53035881]]
@BerguzarOficial Araba ile mi doğdunuz milattan önce araba mı vardı.,[[0.46964119 0.53035881]]
RT @furkanvakfi: Erdal Ergül kardeşimiz geçen hafta apar topar mahkemeye çıkarılarak tutuklanmıştı.,[[0.46964119 0.53035881]]
@t24comtr Borsaya gireriz sizin yılda yüzde 2 artışınızı bekleriz keyfiniz gelirse. Kripto sizden vicdanlı,[[0.46964119 0.53035881]]
@dilekzdg ben kimseyi görmemistim malsf,[[0.28852765 0.71147235]]
RT @furkanvakfi: Anlattıklarını her daim yaşadığına şahit olduğumuz Alparslan Kuytul Hocaefendi,[[0.46964119 0.53035881]]
"RT @alagozali01: Alparslan Kuytul Hocaefendi'den işkence hakkında Adana Emniyeti önünde basın açıklaması!  \"Arkadaşlarımız ifadesini emniye…",[[0.46964119 0.53035881]]
trendyol express haftanın 6. kargosunu getiriyor:,[[0.46964119 0.53035881]]
Yaz sıcağında hasta olmak ne aq ya,[[0.46964119 0.53035881]]
@senagurol1 Bu sıcakta hasta olmak düşman başına bile değil,[[0.46964119 0.53035881]]
RT @fcagras: Haksız,[[0.46964119 0.53035881]]
Biraz da burda takılayım bari,[[0.46964119 0.53035881]]
RT @LeylaYara9: Şuan abluka altına alındık ve burda da yaptığı zulümler bitmiyor. Allah'a da hesap vereceksiniz elbet...  Kardeşlerimiz Ser…,[[0.46964119 0.53035881]]
@ElifAgean Aynı bölücüden bizimde var,[[0.46964119 0.53035881]]
Bi akrabam vardı bir kere sevgilisi kibarlık olsun diye beğenilerindeki kolyeyi almıştı kendisine. Kız da bu ince düşünceye teşekkür etmek yerine yüzsüzleşip direkt çocuğa beğendiği ve almasını istediği şeyleri atıyordu tek tek ahaksjd bazılarında yüzsüzlük yapıyor malsf bu olay,[[0.46964119 0.53035881]]
RT @artcullture:  https://t.co/nLMtMIw5zh,[[0.40711539 0.59288461]]
@erolcanguler Maymun sandım ya Allah affetsin vdfsfgj,[[0.46964119 0.53035881]]
İlişkilerde moodlarımız 😋😃@NoRespecte  https://t.co/Pq4O5IJrsf,[[0.40711539 0.59288461]]
Nein,[[0.46964119 0.53035881]]
@06melihgokcek Ben şunu çıkardım geldik dolar 1 TL idi sonra 3 oldu 4 oldu 5 oldu 6 oldu 7’8 dayandı ağlamayın işte siz istediniz.,[[0.28852765 0.71147235]]
@hazalerogglu2 Anlatılmayıp hissedilen şeyyyy,[[0.46964119 0.53035881]]
RT @dietshrimp:  https://t.co/fKX4iqCpMR,[[0.40711539 0.59288461]]
Abdest alıp namaza gitmedim hay anksm ya,[[0.46964119 0.53035881]]
