text,prediction
RT @Ruya_Grck: KUMPAS BÜYÜK AMA ALLAH DAHA BÜYÜK ☝️☝️☝️  KaranlıkGüçler İşBaşında,[[0.46964119 0.53035881]]
Galatasarayla oyun oynanmaz biliyorsunuz ama Beşiktaş burdan vermez salak olmayın vermemesi lazım yani,[[0.46964119 0.53035881]]
RT @leventcanliyy: biz de kazanırız elbet,[[0.45258446 0.54741554]]
@ichbinmeloo @serria049 @yambaxx @AliTufanKirac ya hadi yallah amk köyüne tamam vatan kurtardın,[[0.46964119 0.53035881]]
kahve dünyası erken kapattığın için batarsın umarım cnm,[[0.46964119 0.53035881]]
RT @bursafurkanvakf: “Dünyada insanlara işkence edenlere Allah da âhirette ceza verir” diyen Resûl-i Ekrem (Müslim,[[0.46964119 0.53035881]]
@antrofobiks Sürmeside güzel olmuş lolipopun,[[0.46964119 0.53035881]]
RT @YelizzKoray: Müfettişler,[[0.46964119 0.53035881]]
RT @frknnesli12: Bu sefer geciktiniz!Bu saatten sonra insanların size inanacagi bir haber yaptığınızımı zannediyorsunuz! 10 gündür olan ola…,[[0.31077897 0.68922103]]
Biliyorum hep aslını merak ederdin kızgın bir gülüşle   E.K,[[0.46964119 0.53035881]]
RT @alparslankuytul: Adliye önünde bekleyen Alparslan Kuytul Hocaefendi'ye polisin biber gazlı müdahale anı!  Kardeşlerimiz SerbestKalsın…,[[0.46964119 0.53035881]]
@ibrahimtklu Kalsın kardesss,[[0.46964119 0.53035881]]
RT @furkanvakfi: GÖZALTINDAKİ FURKAN GÖNÜLLÜLERİ HAKKINDA SON DURUM!  Kardeşlerimiz SerbestKalsın,[[0.38987615 0.61012385]]
@Sabahattin_Ali3 De valla sfsfsd,[[0.45258446 0.54741554]]
@drfaithdz Afrika’nın bilmem hangi balta girmemiş oramanında bir kabilede daha görülmüşse gerisi bekleyip ağırlamak,[[0.46964119 0.53035881]]
@vuralinzz  https://t.co/KIGoXLiMZm,[[0.40711539 0.59288461]]
RT @ebru7747: 2- Kaçırılan iş adamının hanımı açıklama yaptığı halde,[[0.46964119 0.53035881]]
@Ozgekocahan Niye ben tdk mıyım ki buna takıldın bebeğim,[[0.28852765 0.71147235]]
@Ozgekocahan Yinede barışmam ama seri üzgün,[[0.46964119 0.53035881]]
@KimNeYazar Daha yol bitmiş değil kim bilir ne doğrular yanlış ne yanlışlar doğru olacak.,[[0.46964119 0.53035881]]
kanki en son akp virali aldığında sana gidiyodu vergiler kaynanana daha rahat uçan tekme atman için,[[0.38987615 0.61012385]]
ozan inanır mısın bilmiyorum ama birbirinize hem komik videolar hem de makaleler atabilirsiniz,[[0.45258446 0.54741554]]
@FKaya0 En özel,[[0.46964119 0.53035881]]
@scarletmagicall @pars489 sakın biosundaki spotify linkini merak edip şarkılarını dinleme,[[0.46964119 0.53035881]]
Kıyafetin ile değil,[[0.46964119 0.53035881]]
Sevmezsen sevme be ben kendimi severim salağa bak.,[[0.28852765 0.71147235]]
@A_umuttt_kryk Sen mi ben mi 350 liradan oldum  https://t.co/2nBqiE60po,[[0.29239653 0.70760347]]
RT @RecepKardes01: Bugün #12eylül ve yine tarih tekerrür ediyor. Sorgu,[[0.46964119 0.53035881]]
görebildiğimiz kadarsınızz,[[0.46964119 0.53035881]]
RT @TugayTASCI02: Türkiye'nin önde gelen medya kuruluşları yalan haber yapıyorlar Bu saatten sonra Onların yaptığı hiçbir habere inanmamız…,[[0.41002256 0.58997744]]
@hmustafabozkurt @oksijenlisakiz alakajsjsks sizin her zaman falcınız bestiniz arkadasınız her seyiniz olurum ölürüm size 👉🏻👈🏻,[[0.46964119 0.53035881]]
Bazen insanlar gördüğü için sevmekten vazgeçiyor. Biz vazgeçmeyiz işte,[[0.46964119 0.53035881]]
Sabah 9a sınav koymak insanlık suçu olmalı,[[0.46964119 0.53035881]]
RT @hilalaykiri: 10 Eylül Cuma günü,[[0.31077897 0.68922103]]
RT @1923_ilk: Markete giderken 25 kuruş vermemek için cebinde poşet taşıyanlar .. Saray bizim itibarımızdır,[[0.46964119 0.53035881]]
RT @TugayTASCI02: Şuan @cukurova1973 rektörlük binasının önündeyiz. Aşı ve Pcr dayatmasıyla dersten atılan arkadaşlarımızla yetkililerle gö…,[[0.46964119 0.53035881]]
@ensonhaber Milletin giderini karşılarsanız neden olmasın aç kabadayılık olmaz.,[[0.46964119 0.53035881]]
RT @HakYolc71141535: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/74lywI…,[[0.37038487 0.62961513]]
@avokadoyesilii1 Biri gelişme var sanki😊,[[0.46964119 0.53035881]]
@Ozgekocahan 😑😑,[[0.46964119 0.53035881]]
@AlcayirCengiz Akp ye verin otobüs bozulmaz ama yakında otobüse binecek paranız kalmaz o kadar.,[[0.46964119 0.53035881]]
RT @akdaolu_90: AdanaEmniyetinde İşkence #AdanaEmniyeti 01.30 Allah razı olsun Hocamızdan bize kardeşliği tekrar öğretti bu akşam...  Sahip…,[[0.43495591 0.56504409]]
Falcı olmam arkadaş çevremi nasıl etkiliyor  https://t.co/UnGWOyKiC9,[[0.40711539 0.59288461]]
Artık ihtiyaç duyuyorum saf sevgiyeee,[[0.46964119 0.53035881]]
Şampiyon kupamızı buraya da atmazsam ölecekmişim💚🤍  https://t.co/C7BMN57ka0,[[0.40711539 0.59288461]]
kedilerimden sadece birini story atınca diğeri üzülecekmiş gibi hissedip hemen onu da atıyorum evlatlarımdan birini diğerinden ayıramıyorum,[[0.52693436 0.47306564]]
@Ozgekocahan Yesss🥳,[[0.46964119 0.53035881]]
@_gkhny1 Türk kahvesi  👍,[[0.46964119 0.53035881]]
@csofmyeuphoriax keske bu kadar enayi olmasak,[[0.46964119 0.53035881]]
@AvukatBelcin Beyni olmayanlara anlatmak zor.,[[0.46964119 0.53035881]]
@Ozgekocahan Bir kızın eli nasıl mı olmalı böyle,[[0.46964119 0.53035881]]
RT @27ErenAslan: Tutuklu Yargılanan Furkan Gönüllüsü,[[0.46964119 0.53035881]]
Acıdan geçmeyen şarkılar biraz eksiktir,[[0.46964119 0.53035881]]
@aliyaziyor 😊,[[0.46964119 0.53035881]]
Tamam uyuyalım bu kadar ışıltılı yeter,[[0.46964119 0.53035881]]
RT @Hilal01Defne: GÜNDEM ÇALIŞMAMIZ BAŞLADI❗️  Etiketimiz:  Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
RT @sehide01: Kardeşlerimiz SerbestKalsın  https://t.co/IU63znIb5p,[[0.40711539 0.59288461]]
@hakan_pishot Sahtekarlığı en iyi önleyen en iyi yapandır.,[[0.46964119 0.53035881]]
@RenasCotkar 😊,[[0.46964119 0.53035881]]
Sıkıntıdan güneşin kızlarını izliyorum çok kötü bir gün hayırlı cumalar bu arada,[[0.46964119 0.53035881]]
Hepimiz çok yorulduk,[[0.46964119 0.53035881]]
@avokadoyesilii1 Ben ikisi ile hem yaşıyor hem ölüyorum,[[0.28852765 0.71147235]]
@guneysf Ülkemde mülteciyim amk,[[0.46964119 0.53035881]]
Şuan ki sinirimi nasıl anlatabilirim bilmiyorum,[[0.46964119 0.53035881]]
@S_ezer01 Beni bağlamaz öğrenciyim ben😂😂,[[0.28852765 0.71147235]]
İyi geceler time,[[0.46964119 0.53035881]]
sizce hangi gerizekalı tüm yaz evde olmasına rağmen evin içinde hasta olmayı başarmıştır,[[0.46964119 0.53035881]]
selena ve hades,[[0.46964119 0.53035881]]
@Ozgekocahan Sıkıntıdan nelere düştükk baksana  https://t.co/to70P3v29a,[[0.40711539 0.59288461]]
Şu anda kafamın içinde fadimenin düğünü var.,[[0.46964119 0.53035881]]
sizce ben zihnimi meşgul etmek için 7 fal randevusu birden almış ama zihnimi meşgul edemediğim için ağlayarak fal bakıyo muyumdur,[[0.28852765 0.71147235]]
Mutlu olmak için çok şeye gerek yok,[[0.46964119 0.53035881]]
@dilekzdg @1dilhunnn ahajakwlalaksksjdkd,[[0.46964119 0.53035881]]
RT @BeyzaGvenmez: Koca koca adamlar,[[0.46964119 0.53035881]]
"RT @akgunecee: AdanaEmniyetinde İşkence !  \"Dokunma Furkan'a",[[0.46964119 0.53035881]]
RT @onculerfv: Kanuna uyun diyorlar,[[0.46964119 0.53035881]]
Kürt arkadaşlarımla gecenin halayını açmış bulunmaktayız deli gibi cida oynuyoruz nskcnvlfl,[[0.46964119 0.53035881]]
Çünkü hayat olduğu gibidir olması gerektiği gibi değil.,[[0.46964119 0.53035881]]
@zerrin_nergis Yalan haber yapmayın lan bozuklar.,[[0.46964119 0.53035881]]
@orhancangorgun askım burası bize ve zeytine biraz küçük gelirmiş hazreti birinin evini de bu eve katarız kim varsa,[[0.45258446 0.54741554]]
RT @HuseyinDemir04: Emniyet Furkan Gönüllülerinden  ne istiyor!? Daha önce Emniyetin şok edici müdahalelerine şimdi de,[[0.45258446 0.54741554]]
@dilaracann30 ♡,[[0.46964119 0.53035881]]
Uyuyanın amk çok güzel bir gece @NoRespecte,[[0.46964119 0.53035881]]
gece 2'den sonra alısveris perileri gelirse uyuyun,[[0.46964119 0.53035881]]
@bigaripmerv @Aysenurtiryaki2 İkiniz de çok haklısınız -Genel,[[0.45258446 0.54741554]]
@toskofacts Arkadaşım yokmuş lan etiketlicek ben de çevrem ne temiz diye düşünüyordum,[[0.3229543 0.6770457]]
@Jin__73 Kitap,[[0.46964119 0.53035881]]
bi psikiyatra 400 bayıp bir ay ekmek kemirmek psikolojimi daha da bozar mı,[[0.46964119 0.53035881]]
RT @emratemizkan: Yargısızinfaza son  https://t.co/GM3He2aZQT,[[0.37038487 0.62961513]]
RT @alparslankuytul: Ayrıca iftira haberi yapan İHA ve ondan bu haberi alıp yayan tüm medya kuruluşları ve haber siteleri hakkında suç duyu…,[[0.46964119 0.53035881]]
gotumden bıcaklandım bu aksam  https://t.co/wxy1MDFxrj,[[0.40711539 0.59288461]]
RT @semrakuytul: Elhamdülillah. Çok geçmiş olsun.. Sizin durumunuza elbette çok sevindik ama peki bu iftiracı İHA ne yapacak şimdi! Bu duru…,[[0.46964119 0.53035881]]
her ayrılıkta şu şekil devam ben  https://t.co/geug66NSqL,[[0.29239653 0.70760347]]
RT @wannartcom:  https://t.co/9g2XU740th,[[0.40711539 0.59288461]]
@Aysenurtiryaki2 gratise para harcamak yerine sahaflarda sabahlamayı tercih ediyorum. sanırım garibim biraz.. ✍🏻,[[0.46964119 0.53035881]]
@1940yucel Özür diliyorum abi kafam iyiyken ayıkmıyorum xndndnnd,[[0.46964119 0.53035881]]
RT @semrakuytul: İHA KARANLIK GÜÇLERLE İŞBİRLİĞİNİ BİRKEZ DAHA İSPATLADI. Daha öncede çok kez adımızı lekelemeye çalıştı. Ben yalanlarını o…,[[0.4163578 0.5836422]]
RT @furkanvakfi: Bugün ise yine olayla hiçbir alakası olmayan Emrah Taş kardeşimiz de apar topar gözaltına alınıp savcılık kararıyla bugün…,[[0.45258446 0.54741554]]
Farklı olmaktan korkma,[[0.46964119 0.53035881]]
@Selma_dadak Yelpaze olsun,[[0.46964119 0.53035881]]
Arada boş twitler atıyorum evet ama beğeneceksiniz ben olduğum için nsnsnsnsn,[[0.28852765 0.71147235]]
@enesckocak Atma,[[0.46964119 0.53035881]]
"RT @2UrfaFurkan: Furkan Gönüllüsü İzzet Daş'ın kaleme aldığı \"Furkan Kardeşliği\" şiirini cezaevinde tutuklu bulunan kardeşlerimize",[[0.46964119 0.53035881]]
@mehmetsariiiiii @metineskikara @SavciSayan Orada insanlar ölürken vermiyor mu?,[[0.46964119 0.53035881]]
Kalanlarla kahkaha atmak varken gidenlerin derdine düşemem bebeğim,[[0.46964119 0.53035881]]
@Ozgekocahan Kumaşında var seninn olur olur babyy❤️‍🔥,[[0.46964119 0.53035881]]
@portekizli01 173,[[0.46964119 0.53035881]]
Têyrêk ê brindarê jîyan.,[[0.46964119 0.53035881]]
@ilaydasekeerr Onu ayıktım zaten ndndnndnd,[[0.46964119 0.53035881]]
RT @TugayTASCI02: Sözde Tarafsız Haber kuruluşları yalan yanlış haberler de halen ısrar ediyorlar. MedyaEliyle TuzakKuruluyor,[[0.45258446 0.54741554]]
Koca bir kalabalığın içinde sırıtır yalnızlığın.,[[0.46964119 0.53035881]]
@cuudee Bende bilmiyorum,[[0.46964119 0.53035881]]
RT @furkanvakfi: 4 Gündür Hiçbir Suçu Olmadığı Halde Gözaltında Tutulan 3 Furkan Gönüllüsü Serbest Bırakılsın!  Kardeşlerimiz SerbestKalsın…,[[0.46964119 0.53035881]]
RT @heavenbrat: coffee heals the heart,[[0.35907355 0.64092645]]
Ölüler özür dileyemez.,[[0.46964119 0.53035881]]
RT @tuanadb: ewt utanmiyorum haykiriyorum ben 101 bilmiuorum. hesap kitap iceren seyler benden uzak dursun lutfn . papaz kacti guzel pisti…,[[0.28852765 0.71147235]]
RT @ubeyd53: Bu işte bir münafıklık var !  https://t.co/OuWCcpLlEQ,[[0.40711539 0.59288461]]
Bunların rengi fluuuu,[[0.46964119 0.53035881]]
RT @ruhenerji: seninle ilgilenen biriyle birlikte ol. komik ya da sevimli olduğunu düşünen birini kastetmiyorum. seninle ilgili her önemsiz…,[[0.46964119 0.53035881]]
Kimseyle konuşmamakta saygı duyulacak bir davranış bence hahahha,[[0.46964119 0.53035881]]
"RT @furkanvakfi: Cumhurbaşkanının: \"Temel hak ve özgürlüklerin teminat altına alınmadığı",[[0.46964119 0.53035881]]
RT @VahsiHayatlar: 🤔Mevzu derin  https://t.co/iHh2eZe3ij,[[0.40711539 0.59288461]]
@kanka963 aga falcı benim zaten aq ben sana bakayım,[[0.28852765 0.71147235]]
Hayat eve sığıyor mu gercekten?,[[0.46964119 0.53035881]]
Hahahahahahajajajajajahahahahhaha @Besiktas,[[0.46964119 0.53035881]]
sizce ben tiktokta 15 yaşındaki berkecanın götünü kaşırken yazdığı burç uyumu ve ilişki yorumlarını ciddiye alıp üzülüyo muyumdur,[[0.33869018 0.66130982]]
kocam,[[0.46964119 0.53035881]]
@dilarasariikaya Harikulade,[[0.46964119 0.53035881]]
RT @UrfaFurkanDer: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/H41fUR6Z…,[[0.37038487 0.62961513]]
Günaydın kitap kokulu insanlar.,[[0.46964119 0.53035881]]
@eksuzmii AHAJSLALAJSJDNDK,[[0.46964119 0.53035881]]
RT @furkanvakfiTT: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️  📌 Etiketimiz :  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
Kaçamıyoruz takıntılarımızdan,[[0.46964119 0.53035881]]
RT @furkanegitimder: Kardeşlik galip gelecek,[[0.46964119 0.53035881]]
@olduozaman000 Tutarsa,[[0.46964119 0.53035881]]
RT @Ruya_Grck: 📢 5⃣ gündür #KAYIP olan İŞ ADAMININ eşi RUMEYSA SARISAÇLI Hocahanım'dan AÇIKLAMA ‼️  #BakanÖzeristifa Stefan Kuntz #AlexDeSo…,[[0.46964119 0.53035881]]
RT @TugayTASCI02: KaranlıkGüçler İşBaşında Alakasız videoları birleştirip kumpas kuruyorlar.,[[0.46964119 0.53035881]]
RT @serhatbedlek: MedyaEliyle TuzakKuruluyor,[[0.46964119 0.53035881]]
Böyle sevsek olur muu. ?,[[0.46964119 0.53035881]]
Biraz ortam farklılığı iyi gelebilirrrr,[[0.46964119 0.53035881]]
İyi ki gitmişsin,[[0.46964119 0.53035881]]
RT @MustafaSahinFV: Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi  Bu nasıl bir gözaltı ve nasıl bir sorgulama!   Derdiniz suçluyu mu bu…,[[0.46964119 0.53035881]]
Ev arkadaşım ranch sos mu acı sos mu diyor dedim al ordan ketçap tmm😂  @MuhammetGk01,[[0.43435452 0.56564548]]
@mehmetsariiiiii @metineskikara @SavciSayan İslamın temel gayesi taş beton değil insanlığı en güzel şekilde yaşatma diye biliriz.,[[0.46964119 0.53035881]]
@ozgutatalay @jahreindota yangın tüpü ile ormana giren de salak da mesaj videonun neresinde :d gidip orada slow motion yürümesi mi,[[0.4036584 0.5963416]]
Zayıftım annemin yemeklerine kandım kilo aldım.,[[0.46964119 0.53035881]]
RT @SanliMahir: Valla bugün de ortalığı ayağa kaldıran onlar,[[0.45258446 0.54741554]]
magazin sayfası admini gözünü pornolardan kaldırıp ilk defa gerçek kadın vücudu görmüş sanırım,[[0.46964119 0.53035881]]
RT @feyziarslan4: Kardeşlerimiz SerbestKalsın  Yeter artık bu zulüm bitsin  https://t.co/ivf4BVdCqv,[[0.40711539 0.59288461]]
@Ozgekocahan Olur olur şerefle 🥳,[[0.46964119 0.53035881]]
Mevzu gemi değil kaptan; mürettebatta bir ibnelik var .,[[0.46964119 0.53035881]]
@NoRespecte İyi günler daha nice 200lere 😄,[[0.43012544 0.56987456]]
@Ozgekocahan 😄,[[0.46964119 0.53035881]]
@PervinGunay Yakın olsak eşlik ederdim  ☺️,[[0.46964119 0.53035881]]
diğer dünyada yargılanma olayına güvenmiyorum. ben sizin yaptığınız,[[0.28852765 0.71147235]]
Rica ediyorum boş yapmayın.,[[0.46964119 0.53035881]]
RT @furkanhabernet: İki gündür Adana Emniyetinde işkence altında tutulan Furkan Gönüllülerini,[[0.46964119 0.53035881]]
@Biyiklicelal Oynamıyorum ben ya off  👿,[[0.28852765 0.71147235]]
RT @nasuhbektas: Bunların kim olduğunu bilen var mı? AKP'nin mülteci adı altında ülkemize doldurduğu ve ne amaçla kullandığını bilmediğimiz…,[[0.41002256 0.58997744]]
RT @semrakuytul: ADANA ADLİYESİ ÖNÜNDEYİZ.  ZULMÜNÜZE YAZIKLAR OLSUN DİYORUM BAŞKA DA BİRŞEY DEMİYORUM!   Kardeşlerimiz SerbestKalsın İşken…,[[0.46964119 0.53035881]]
+ ama öyle berbat bir dünya ki sadece kin,[[0.46964119 0.53035881]]
@rojin_ekinciogl Jack London - Martın Eden,[[0.41446115 0.58553885]]
@Ozgekocahan Allah zihin açıklığı versin sinava girmeden duanı et tamam mı kuzum hahahahahah,[[0.46964119 0.53035881]]
@iremsehren 😄😄,[[0.46964119 0.53035881]]
@with_zey 🖐️,[[0.46964119 0.53035881]]
@olduozaman000 😂,[[0.46964119 0.53035881]]
"@fip_hastasi_mia @pandispanya33 @Yigitoglu1881 @bugrakukii Mesleği bu olan kişinin \"sen evli misin",[[0.46964119 0.53035881]]
RT @ibrahimgvnmz: Kardeşlerimiz SerbestKalsın emniyet işkencelerin hesabını versin kim olduklarını açıklasın suçlular cezasını çeksin,[[0.46964119 0.53035881]]
@belamistiyon @fun4alperen Gt,[[0.46964119 0.53035881]]
@hzaysegulm Değil,[[0.46964119 0.53035881]]
iyi akşamlar yarını bilemem ama bugün hayatı seviyorum,[[0.46964119 0.53035881]]
@can_veysel01 👍,[[0.46964119 0.53035881]]
RT @ah_ekinci: Kardeşlerimiz SerbestKalsın Allahım zalimleri sana havale ediyorum.,[[0.46964119 0.53035881]]
"RT @Huzursesimiz123: \"İşkence uzmanı olmak için gayret gösterdiğiniz kadar iyi bir insan ve iyi müslüman olmak için gayret göstermediniz.Se…",[[0.46964119 0.53035881]]
Evet yedikçe yoruluyor yoruldukça yiyoruz 🐻,[[0.46964119 0.53035881]]
RT @Huseyin_Sah27: İşkence kişinin acizliğini gösteren bir araçtır.  Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi,[[0.46964119 0.53035881]]
RT @AyseSSahinn: KaranlıkGüçler İşbaşında ama yine iftiraları tutmayacak.. Bu videoyu izlemeyenler izlemeli..  İftira atmak kolay ama hesab…,[[0.46964119 0.53035881]]
@politicturk Yani orada adam tek başına kime ne hastalık bulaşı olacak anlamak zor.,[[0.46964119 0.53035881]]
RT @domateskabugu64: 😁  https://t.co/gnU7bl460G,[[0.40711539 0.59288461]]
ben anlamıyorum insanların sizin fikriniz yokmuşcasına davranması neden hoşunuza gidiyor,[[0.28852765 0.71147235]]
@rohatdiyin Ghshdh,[[0.46964119 0.53035881]]
@4hmet034 @ayse_bblk @afrasyabb_ @esrakarakoyunn @kctr06 @bayangastronom @samimicten @sibellnr1 @cgrbahar @melissbabaa Hahaha şu anda girip bakıyorum ahsjjsj,[[0.46964119 0.53035881]]
RT @TugayTASCI02: Başta @ihacomtr olmak üzere bu isimleri kesin suçlu gibi gösteren @cumhuriyetgzt @gazetesozcu @cnnturk bu mahkeme kararın…,[[0.46964119 0.53035881]]
@Damlanurgokkk Her zamannn ndndndnd,[[0.46964119 0.53035881]]
RT @ishak0102: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️❗️❗️  Etiketimiz:  MedyaEliyle TuzakKuruluyor,[[0.46964119 0.53035881]]
Artık anlamsız geliyor şehir ve çevremmm,[[0.46964119 0.53035881]]
RT @nebevihareket: Allah bu olayla emniyet(!) kurumunun Türkiye'de zulüm ve işkencede geldiği noktayı ortaya koymuş oldu!Belki hergün yaşan…,[[0.45258446 0.54741554]]
fulledim 👉🏻👈🏻,[[0.46964119 0.53035881]]
RT @semrakuytul: Cuma günü gözaltına alınıp iki gün boyunca,[[0.46964119 0.53035881]]
@iremsehren Şşş kızlar yakışmıyor 😂,[[0.46964119 0.53035881]]
Bıraktım zamana,[[0.46964119 0.53035881]]
RT @turunncumokka: yeterince paronayak bi kari degilmisim gibi kafamda kurdugum seyleri cekim yasasi yuzunden yanlislikla gerceklestiririm…,[[0.46964119 0.53035881]]
Merhamet insanları sevenin gerileceği çarmıh olmamalı.,[[0.46964119 0.53035881]]
Şu şekil kargo bekliyorum  https://t.co/03HEaRqKcp,[[0.40711539 0.59288461]]
@effie15 @hakanakelma Demek amirleri bunlara böyle davranıyor ki bunlarda böyle davranıyor ey akılsız.,[[0.46964119 0.53035881]]
@trthaber Akıl işi değil arkada şöför yok. nasıl cahillik bu.,[[0.46964119 0.53035881]]
Hayatımda olupda yan yana oturmak istemediğim birçok insan var,[[0.46964119 0.53035881]]
@gevezesena Hiç sormaaa😋,[[0.46964119 0.53035881]]
RT @kalbimviran: su hayatı yasamamak icin gözüm kapalı kabul edebilecegim hayat sartlarını size anlatabilsem yuh dersiniz tercih secenegimi…,[[0.46964119 0.53035881]]
@EcemSagar @angelifca Yaa ✨❤️❤️,[[0.46964119 0.53035881]]
RT @GocebeDavetci: Yargısızİnfaza Son,[[0.38987615 0.61012385]]
@sabahdortbucuk askım 1 hafta ekmek kemirecek olabiliriz ama çıtır ve güzeliz??,[[0.46964119 0.53035881]]
Kimse olduğu gibi değildir.,[[0.46964119 0.53035881]]
Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı! Yargısızİnfaza Son  https://t.co/HTxcUcREp9,[[0.37038487 0.62961513]]
@borsacibaba İşi bilen konuşur bilenler günler önce ayıktı ayıktırdı.,[[0.46964119 0.53035881]]
@burcuas  https://t.co/Ik7g5AZsGd,[[0.40711539 0.59288461]]
Aynenn happy 🥀,[[0.33449888 0.66550112]]
@Biyiklicelal Orda yeşil bir şey var sanki  https://t.co/fxHoRCfrsn,[[0.40711539 0.59288461]]
üzülme kızım alıcaz sana o proplan mamayı,[[0.46964119 0.53035881]]
Bir kişi değer bin kişiye.,[[0.46964119 0.53035881]]
@adileradildir Güzel twitt,[[0.46964119 0.53035881]]
RT @ebru7747: Adana Emniyet Müdürü İSTİFA 📢,[[0.46964119 0.53035881]]
RT @onlukitap:  https://t.co/TDM4cj8u8k,[[0.40711539 0.59288461]]
RT @NoRespecte: en zor anlarımı tek başıma atlattım herkes iyi olduğuma inanırken,[[0.46964119 0.53035881]]
RT @furkanhabernet: Son Dakika | Adana Emniyetinde skandal işkencelere maruz kalan 3 Furkan Gönüllüsü gözaltı sürecinin dördüncü gününde,[[0.38987615 0.61012385]]
@Ozgekocahan Ağlaa hahahhahahahahhahahahhahahahahahhahahahahahahahhahahahahahahahahahahahahahahahahhahahahahahah  SENEYE TEKRAR DENERSİNN HAHAHAHAHAB,[[0.46964119 0.53035881]]
@eksuzmii sus adam bi kere ağzından güzel bi şey çıksın,[[0.46964119 0.53035881]]
@uyanhadi_ Furkan vakfı yine ülkemin başına nasıl dert olurum gayesinde yasak var biliyorsun islamı bile oyuncak ettiniz,[[0.46964119 0.53035881]]
@Selenofilii Hasta ölürken me too :),[[0.46964119 0.53035881]]
Baba tarafı Kolombiya arka sokakları anne tarafı İngiltere falan,[[0.46964119 0.53035881]]
Tahminen ne zaman gülüm diye telefon rehberime bazı olaylar gerçekleşir,[[0.46964119 0.53035881]]
@Songul4535 Yani evli falan mı alalım😊,[[0.46964119 0.53035881]]
@Ozgekocahan @iremsehren Kocasının bir tanesi çat çat hahahahahahhahahahahahah,[[0.46964119 0.53035881]]
o zaman minicik olan amcık hoşafı beynin ile sen de karar verme meryem,[[0.45258446 0.54741554]]
Çok şükür bugün de iki kişilik yemek yedikten sonra yarına içmek için dukan biramızı hazırladık,[[0.45258446 0.54741554]]
RT @rickimben: Çirkinle bir ömür geçerde salakla 5 dakika geçmiyor,[[0.46964119 0.53035881]]
"RT @turanmurat9: \"Binali Yıldırım'ın kendisi memurluktan eşi öğretmenlikten gelme. Ama çocukların 30-40 gemilik bir filosu var. Bu zenginli…",[[0.43495591 0.56504409]]
RT @sozcumuratoglu: Her gün binlerce Afgan ülkeye giriş yapıyor. Kimse de “hop birader nereye?” diye sormuyor. Dingo’nun ahırı bile daha ne…,[[0.45258446 0.54741554]]
@borsacibaba Dolara bağlı,[[0.46964119 0.53035881]]
@onurozsumbull +1,[[0.46964119 0.53035881]]
Başımıza ne geliyorsa hep bu sıkıntıdan geliyor.,[[0.46964119 0.53035881]]
@wtpywtpy Muhteşem,[[0.46964119 0.53035881]]
@oznurtl Günas derken,[[0.46964119 0.53035881]]
Şu pandemi döneminde en çok özlediğim şey tiyatroya gitmek ve sergi ve müze gezmek oldu bir an önce tekrardan kavuşuruz umarım 💖 #WorldMuseumDay  https://t.co/uC3rWXjqe9,[[0.40711539 0.59288461]]
Bana uymuyor bu hesaplar.,[[0.46964119 0.53035881]]
hasretin 20 storysini art arda izlemek,[[0.44555568 0.55444432]]
Seviyorsan git,[[0.46964119 0.53035881]]
Çok kötü lennn bu aralarrrr,[[0.46964119 0.53035881]]
RT @SmyyKynrpnr: Kıymetli Hocamızla beklemeye devam ediyoruz! Kardeşlerimiz SerbestKalsın  https://t.co/mcaZeUSjT4,[[0.40711539 0.59288461]]
@cumhuriyetgzt  https://t.co/Ik7g5AZsGd,[[0.40711539 0.59288461]]
RT @furkanvakfi: MEDYA ELİYLE TUZAK KURUYORLAR!  Bu sabah oraya çıkan iş adamının görüntülerinin tüm gün sosyal medyada yayılmasına rağmen…,[[0.46964119 0.53035881]]
RT @furkanhuzeyfe: Furkan Vakfı gönüllüsü 3 kişinin gözaltında işkenceyle kabul etmesi istenilen,[[0.46964119 0.53035881]]
@xmelisasi @sergiobuzkesti @Cagriderki 😂,[[0.46964119 0.53035881]]
Evet arkadaşlaarr...  Bilmeniz gereken en önemli ve tek şey?  -ALLAH KORKUSU,[[0.46964119 0.53035881]]
@2008_kil Niye yürüsünler ki ekmek elden su gölden.,[[0.46964119 0.53035881]]
@avokadoyesilii1 Ülkenin hazinesi gibi😊,[[0.46964119 0.53035881]]
@rumsplaining uiyy pamuk oldum 💖,[[0.46964119 0.53035881]]
inanmıyo olabilirsiniz ama inananlara saygı gösterin lütfen 🙏🏻🤲🏻🕋,[[0.46964119 0.53035881]]
RT @temizlemejeli: cok üzgünm malsf ki  https://t.co/oqkuehOu4P,[[0.40711539 0.59288461]]
@kymopolleia Takviye lazım sana,[[0.46964119 0.53035881]]
