text,prediction
RT @furkanhabernet: Mafya tarafından kaçırıldıktan sonra serbest bırakılan Koray S. Savcıya verdiği ifadenin ardından açıklama yaptı: Furka…,[[0.46964119 0.53035881]]
Günaydın ❤️,[[0.46964119 0.53035881]]
@gevezesena Ayıp len onlara ✨,[[0.46964119 0.53035881]]
RT @lutfensakinles: hem asko kusko hem güclü bir kadın olmak.. bir bedende iki kisi yasiyoruz sanki ya,[[0.46964119 0.53035881]]
@zeyderrler İflas etmek isteyen bir enayi varsa seni alabilir.,[[0.46964119 0.53035881]]
Aynen ünlü değilim ✍🏻  https://t.co/mQJDa3tQFE,[[0.40711539 0.59288461]]
@kazafalansa HAJAKSLALALSKDJFJ,[[0.46964119 0.53035881]]
@eksuzmii yarın gece de sana bakim cnm,[[0.45258446 0.54741554]]
asla biri çilek göndersin diye cilve yapmam diyenler,[[0.46964119 0.53035881]]
RT @FurkanDerGAntep: Adana Emniyeti iki Furkan Gönüllüsünü feci şekilde darp etmiş,[[0.46964119 0.53035881]]
@dedektifpipo @gamzece0 Sen yanlış biliyorsun kesin ip vardır ip. Şaka bir yana bunlara birinin buranın Türkiye olduğunu bu kadar saltanat olmayacağını anlatması lazım dı adamlar haklı.,[[0.46964119 0.53035881]]
@NoRespecte her konuya ayıkan insana bitiyorum🔥,[[0.46964119 0.53035881]]
Ne olacaksa olsun artık dedikten sonra olanların ağır gelmesi.,[[0.46964119 0.53035881]]
@dilaracann30 🌼,[[0.46964119 0.53035881]]
RT @kahvefali601: Ya böyle geri dönüşleriniz beni o kadar mutlu ediyor ki 💖 haftasonu için fal randevularımı açtım dm üzerinden randevu olu…,[[0.46964119 0.53035881]]
mesainizi sikeyim gerçekten ya,[[0.46964119 0.53035881]]
@Efulimm00 Günaydın😊🌼,[[0.46964119 0.53035881]]
Haline sebep olanın,[[0.46964119 0.53035881]]
@rumsplaining bir daha herhangi bir duygusuz oruspu çocuğunu insan etmeye çalışırsam grupça ağzıma tükürün,[[0.46964119 0.53035881]]
@Buseeki7 @angelifca daha güzelini yaparsın bebek ❤️❤️,[[0.46964119 0.53035881]]
Aynen aynen sanada günoo,[[0.46964119 0.53035881]]
RT @noemiilarios: Hope my mom heals from things she doesn’t talk about.,[[0.49684178 0.50315822]]
@pelinuzl Yapıyoruz show diyorsunuz 😉😂,[[0.4456928 0.5543072]]
el kaide lideri bile bundan tam puan alamaz bu ne aq nasıl hayatlar yaşıyorsunuz aga siz,[[0.46964119 0.53035881]]
RT @1940yucel: “TÜRK KADINI” Bu güçlü ifadenin “Türk”ünden rahatsız olan kesim ile “Kadın” kısmından rahatsız olan kesim arasında hiçbir fa…,[[0.46964119 0.53035881]]
@nurettinyildiz @oaaydemir Hoca keyfinden boş oturanlara söylemiş.,[[0.46964119 0.53035881]]
@borsacibaba Kasa herkesin elini görüyor hangi hissede yük varsa götürmüyorlar boş hisseler gidiyor.,[[0.46964119 0.53035881]]
@Sabahattin_Ali3 #evdeyizdaha :(,[[0.46964119 0.53035881]]
@bietzem @ethembulbul_ Hayırlısı diyelim 😄,[[0.46964119 0.53035881]]
@Listenary @mabelmatiz 🤍,[[0.46964119 0.53035881]]
Bu sitenin de tadı kaçtı hep soru soruyorsunuz amacınız ne size ne insanların özel hayatından.,[[0.45258446 0.54741554]]
o palyaço benmişim,[[0.46964119 0.53035881]]
Memleket Siyah Gözlüklülerin Elinde! Kanunsuz talimatları yerine getiren,[[0.46964119 0.53035881]]
Ruhum hayatımdan yoruldu.,[[0.46964119 0.53035881]]
@selinspky İpini koparan geliyor aadwqqq,[[0.46964119 0.53035881]]
@Ozgekocahan Yok yok sınavda yapmaya başla daha etkili olur😉😅,[[0.46964119 0.53035881]]
@FakirKahvaltisi bir inanışa sahip olmamama rağmen okudum tüm ateist kardeşlerim de aynı tavizi gösterirse hep beraber gerçekleştirebiliriz 🤲🏻🕋🙏🏻🕌  https://t.co/8KD5aGkDhW,[[0.41515248 0.58484752]]
Bu yaşlılar bakışlarıyla psikolojik yıldırma yaparak crop giymeyi bırakacağımızı mı sanıyolar,[[0.46964119 0.53035881]]
"RT @Lila__L: \"Annem seyrediyor\" Lanet olsun",[[0.46964119 0.53035881]]
Vaktinde gelmeyen hiçbir şeyin önemi yok. Ben öldükten sonra getireceğiniz çiçeği,[[0.28852765 0.71147235]]
@Ozgekocahan Dili kessem olmaz mı,[[0.46964119 0.53035881]]
rahat rahat sövebilmek için hesabı kilitledim oh be,[[0.42635739 0.57364261]]
@siktirdeliiii Tipim değil jrjflcj,[[0.46964119 0.53035881]]
@angelifca hiç mi yok 🥺,[[0.46964119 0.53035881]]
@Ozgekocahan çalışmaya başla artık sınava #yks21,[[0.46964119 0.53035881]]
Ya Şekür..,[[0.46964119 0.53035881]]
@t24comtr İşçiye 3100 ceblerinden verecek değiller😊😊,[[0.46964119 0.53035881]]
@eksuzmii türbanlı milf sevdan ne zaman biter cnm,[[0.46964119 0.53035881]]
@Fuat_Alay 2 sene öncemi 50 TL ye almıştın,[[0.46964119 0.53035881]]
@asoszen Sayıyla yatıyor  😂😂,[[0.46964119 0.53035881]]
RT @Petek_Sarsu: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️  Etiketimiz:  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
RT @kahvefali601: Kahve falı geri dönüt 🌸💫 2 gün şehir dışında olmam nedeniyle randevu alamıyorum,[[0.46964119 0.53035881]]
"RT @Yasindrn06: Kaçırılan kişi orataya çıktı ama İHAnet haber sadece \"Furkancılar kaçırdı\" diye haber yaptığı için aynı yalanı devam ettire…",[[0.46964119 0.53035881]]
RT @ebru7747: Bir mahkemenin serbest bıraktığını,[[0.46964119 0.53035881]]
Sinirden derdimi unuttum neye üzülüyordum lan ben,[[0.28852765 0.71147235]]
@Ozgekocahan Sonda değil hani jdjdjd,[[0.46964119 0.53035881]]
@dilekzdg sssey esya gibi satın almak 👉🏻👈🏻,[[0.46964119 0.53035881]]
Tamam aşık olalım ama salak aşık olmayalım :/,[[0.46964119 0.53035881]]
Sana bakan gözlerinde beni görür çünkü ben ebediyen gözlerine sürgünüm.,[[0.28852765 0.71147235]]
RT @izzetdas: Gözaltında Adana Emniyeti tarafından işkenceye uğrayan arkadaşlarımız adliyeye sevkedildi.  Mahkemeyi beklemek için geldik,[[0.46964119 0.53035881]]
Herkesle gül,[[0.46964119 0.53035881]]
RT @UrfaFurkanDer: MedyaEliyle TuzakKuruluyor,[[0.46964119 0.53035881]]
@MuhammetGk01 Agaaaaa,[[0.46964119 0.53035881]]
Sizin ciddi dediğiniz ilişki benim şarjımdan önce bitiyor bilin istedim.,[[0.46964119 0.53035881]]
RT @UrfaFurkanDer: Tüm körler gördü,[[0.46964119 0.53035881]]
@sevdaozturk0414 Aldığımız nefese bile vergi verip sonra a dolar uçtu demek kadar saçma tabi.,[[0.46964119 0.53035881]]
@aytulkanturk adanada da olsa da gitsek süper bence ✍🏻,[[0.46964119 0.53035881]]
Arkadaşlarımın ısrarını kırmayıp salak sevsem mi acaba,[[0.46964119 0.53035881]]
@hazalerogglu2 Bağımlılık yaptı,[[0.46964119 0.53035881]]
@TheRolexs Sen ne konuşuyorsun ya değişik,[[0.46964119 0.53035881]]
Hay sizin sırtınızda ki bıçağı sikim ya,[[0.46964119 0.53035881]]
"RT @wannartcom: \"Bir çiçeği büyüten sevgi insanı değiştirmez mi sanıyorsun?\"  -Küçük Prens",[[0.46964119 0.53035881]]
RT @furkanhuzeyfe: MAZLUMDER İstanbul Şube Başkanı ve MAZLUMDER Dış İlişkilerden Sorumlu Genel Başkan Yardımcısı Ali ÖNER @ali23oner Gündem…,[[0.46964119 0.53035881]]
🌒  https://t.co/221RbFWlwY,[[0.40711539 0.59288461]]
@dilaracann30 ♡,[[0.46964119 0.53035881]]
@imyelizofficia1 40,[[0.46964119 0.53035881]]
Eksiksin fazla yüz göz olmayalım,[[0.46964119 0.53035881]]
"#bitcoin bulaştıktan sonra ben😊  https://t.co/PZ5erm8R4N",[[0.29239653 0.70760347]]
RT @ebru7747: Birileri tuşa basmış yine  Hem sağdan hem soldan  @ihacomtr @gazetesozcu  ağız birliği yapıp Furkan Vakfına saldırmaya başlam…,[[0.46964119 0.53035881]]
@royzvow Beş binde az,[[0.46964119 0.53035881]]
RT @iyikigordum: Altın Kaplumbağa Böceği (Aspidimorpha sanctaecrucis)  https://t.co/Livns5Mdk4,[[0.40711539 0.59288461]]
RT @DneBilgin2: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️  ETİKETİMİZ;  Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
@Ozgekocahan Elimdeki ne neyim var ki,[[0.46964119 0.53035881]]
"RT @ebru7747: 8- İHA'nın geçmişte Furkan Vakfına yönelık iftira haberlerinden biri daha ! \"Vakıftan 3 milyonluk vurgun\" diye başlık attılar…",[[0.46964119 0.53035881]]
RT @ahmetdmr0446: Furkan Vakfı gönüllüsü 3 kişinin gözaltında işkenceyle kabul etmesi istenilen,[[0.46964119 0.53035881]]
@aduhsalihaa Bu twiti gördüler galiba kargom gelince kapıyı çalmak yerine beni aradılar jshdh,[[0.46964119 0.53035881]]
RT @tevhidnesli_505: ADANA ADLİYESİ ÖNÜNDE BEKLEYİŞ | CANLI YAYIN   Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
Her konsere gitmeyin lann manyak olursunuz bakkk,[[0.46964119 0.53035881]]
@Ozgekocahan Böyle günün sabahınıı 🤬😅,[[0.46964119 0.53035881]]
RT @kulturtava:  https://t.co/1kLhNy300I,[[0.40711539 0.59288461]]
@SoLb1905 @hzaysegulm Bence değil ahdbskdh,[[0.46964119 0.53035881]]
"RT @ebru7747: 4-Yalan habere bir örnek daha   \"Furkan Vakfının kaçak yurtlarına baskın yapıldı\" dediler. Yurt dedikleri yer",[[0.46964119 0.53035881]]
RT @Ahsen40636654: Kardeşlerimiz SerbestKalsın  https://t.co/y6cKysSke8,[[0.40711539 0.59288461]]
RT @GonulluleriMus: Röportaj | Medyaya güveniyor musunuz? Adana sokaklarına yerel medyayı sorduk! Sahte habere maruz kaldığınızı düşünüyor…,[[0.46964119 0.53035881]]
RT @recepilanfv: Furkan Vakfı gönüllüsü 3 kişinin gözaltında işkenceyle kabul etmesi istenilen,[[0.46964119 0.53035881]]
Bu aralar =Space,[[0.60159881 0.39840119]]
RT @tevhidnesli_505: Kardeşlerimiz SerbestKalsın  https://t.co/2mypWTE8IW,[[0.40711539 0.59288461]]
"RT @ahmetdmr0446: Medyaya Güvenmeli Miyiz? - Kaçırılan İş Adamı Hadisesi \"10 Eylül 2021’den bu yana Türkiye gündemini meşgul eden kaybolan…",[[0.31077897 0.68922103]]
Biz hep yaralı kuşları sevdik,[[0.46964119 0.53035881]]
RT @gunaydingokhan: İngilizler,[[0.46964119 0.53035881]]
RT @zeynepekinci09: Olaylardan Haberi Olmayan 3 Kardeşimizi Zanlı Diye Emniyete Çağırıp  Bilmedikleri Halde Zorla İşkence İle İftiraları Ka…,[[0.46964119 0.53035881]]
RT @furkanvakfi: ÇİRKİN KUMPAS GİRİŞİMİNİ LANETLİYORUZ!  Medyada servis edilen bu görüntüler emniyet tarafından kardeşlerimizin işkence son…,[[0.54953773 0.45046227]]
@kardelen_silaaa Kardeş dediğimiz adamlar önemli bizim için canım 😊,[[0.46964119 0.53035881]]
https://t.co/SNOOWEOJJy,[[0.40711539 0.59288461]]
Ölecez diye gülmeyek mi ?,[[0.46964119 0.53035881]]
@t24comtr İyiki çalışmış.,[[0.46964119 0.53035881]]
RT @aliosmanonder34: Okula almamakla anayasal suç işliyorsunuz. İstanbul Aydın Üniversitesi sıvısız öğrencileri direniyor. Biz de destek iç…,[[0.45258446 0.54741554]]
Günaydın herkese  🧠,[[0.46964119 0.53035881]]
@clktugce yapmazsam Nari'ye hesap vereceğim için devam malsf,[[0.46964119 0.53035881]]
İtalyaaaaaa (Sedat Peker) ağzıyla 😁,[[0.46964119 0.53035881]]
@Aysenurtiryaki2 ❤️❤️❤️❤️,[[0.46964119 0.53035881]]
RT @AhmedCelikten: GÖZALTINDAKİ FURKAN GÖNÜLLÜLERİ HAKKINDA SON DURUM!  3 Furkan Gönüllüsü avukatlarına bilgi verilmeden Adliyeye sevk edil…,[[0.38987615 0.61012385]]
@meftunbirkadin Mutlu yıllaarrr ✨❤️,[[0.46964119 0.53035881]]
@t24comtr Zaten mantığınız en basitine çalışır yasaklamak yerine düzenleme getirin bu işi yapanlardan teminat alın diyecem ama onuda yersiniz.,[[0.46964119 0.53035881]]
@gokceazmazz Lisede web tasarım okuyordum insanı çıldırtır bu,[[0.46964119 0.53035881]]
"\"Tuba hanım benim arkadaşlarım utangaç o yüzden onların yerine benim numaramdan bakıcaksınız ve sizinle ben irtibat halinde olucam\" diyo bi de",[[0.3229543 0.6770457]]
Mesaj atmak istememe=Emoji atma,[[0.46964119 0.53035881]]
@olduozaman000 Umarım cezasız kalmaz.,[[0.46964119 0.53035881]]
RT @CSabiqun: Kendi koyduğunuz kanunları zulüm edebilmek için çiğnemeyin  Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
@merend7 😂😂,[[0.46964119 0.53035881]]
@yavuzage Maşallah yiye tosun gibi olmuşlar,[[0.46964119 0.53035881]]
RT @yakupsahin27: Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
RT @knzburak: Kardeşlerimiz SerbestBırakılsın  https://t.co/0UJZqIcQjc,[[0.40711539 0.59288461]]
@atebenn 👎,[[0.46964119 0.53035881]]
@cemo968 @xbay07 @goktekivosvoslu @7Umuteroglu @umutaslabitmez Rica ederim cem  😇,[[0.46964119 0.53035881]]
@ecembo Genelde ünlü mekan sahiplerinden iyi bir oruspu çocuğu çıkmaz.En kral müşteriler gönlü zenginlerdir.,[[0.46964119 0.53035881]]
@senagurol1 Hem grip hemde başka acı çekiyorsam ne yaparız,[[0.46964119 0.53035881]]
@AnilCkc Ne sandın aslan parçası jdjcjslc,[[0.46964119 0.53035881]]
RT @AlagasMasallah: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️  📌 Etiketimiz :  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
@Iyouraq Ne bağıyoğğnn be,[[0.46964119 0.53035881]]
@Fatihhan3 Olan varsa ben de isterim bhhdegsg,[[0.3229543 0.6770457]]
@mkaanguney Kuzen yapıyorsun bu işi yaa,[[0.46964119 0.53035881]]
@FeritBatu Ben 10 yıl önce 1400 dolara yurt dışındaydın bu maaşlar yükseleceğine ya düşmüş yada düşen insanlardan nemalanan şirketler çoğalmış,[[0.2398086 0.7601914]]
@lanyapma Yoo çok kolay dmskkz,[[0.46964119 0.53035881]]
🤍,[[0.46964119 0.53035881]]
Gerçekten kasvetli twitler atıyorum diye beni mutsuz mu zannediyorsunuz 🥴,[[0.46964119 0.53035881]]
Çok yapmacıksınız,[[0.46964119 0.53035881]]
https://t.co/hpKLlv99hO,[[0.40711539 0.59288461]]
RT @mhsntuna47: #ZalimlerAllahaHesapVerecek,[[0.46964119 0.53035881]]
@hdahdkldj @M75081825 @97sruined @kadinkolektifi of siktir git ya sana laf mı anlatacağım,[[0.46964119 0.53035881]]
RT @hhgemci: @t24comtr İsrail’in Filistin’e saldırısı elbet kabul edilemez.Lakin;Bu olay Türkiye için suni gündemdir. İslam’da yüce olan te…,[[0.46964119 0.53035881]]
Mutlu birini göremiyor muyum yoksa psikolojim mi bozuldu bilemiyorum,[[0.46964119 0.53035881]]
@iremsehren 😉,[[0.46964119 0.53035881]]
beni güldürmek icin şakalar yapman şart deil,[[0.46964119 0.53035881]]
@mizahci_kiz @Fatihhan3 shdhfhhshd,[[0.46964119 0.53035881]]
RT @recepilanfv: Adaletin daha çok sarsılmaması için Yargısızİnfaza Son,[[0.38987615 0.61012385]]
@ziring34 Hayır ölüler konuşamaz. 🥳,[[0.46964119 0.53035881]]
@sarya_001 Sakallı sosyete.,[[0.46964119 0.53035881]]
@Listenary  https://t.co/y4wiNbni3L,[[0.40711539 0.59288461]]
@gevezesena Düştük bir kereee,[[0.46964119 0.53035881]]
RT @tevhidgundemi: Adana Emniyet Müdürlüğü'nde Furkan Vakfı mensuplarına yönelik işkence iddialarının basına yansıması sonrası 3 gün geçmes…,[[0.46964119 0.53035881]]
Üzerinde hakimiyet kuramadığınız hiçbir şeyin sahibi değilsiniz.,[[0.46964119 0.53035881]]
@UlasOznur 1750 beyinsizde beğenmiş,[[0.46964119 0.53035881]]
@korkmazhamza01 Adamsın,[[0.46964119 0.53035881]]
Böyle bir babamız olmadı😂  https://t.co/Oh5Tvpaolb,[[0.40711539 0.59288461]]
Günaydın☘,[[0.46964119 0.53035881]]
@AlconabaJ everything is OK,[[0.38490896 0.61509104]]
RT @Adam_Hur27: İHA ve tetikçi medyanın kumpas girişimine halktan tepki!  Yargısızİnfaza Son  https://t.co/DSsLuGBBND,[[0.37038487 0.62961513]]
Mutlu olan var mı lan,[[0.46964119 0.53035881]]
RT @frknnesli12: Eşimin bu anlattıkları az bile,[[0.46964119 0.53035881]]
@mistikbirseymi Aynı şekilde bir kişi uyuşmadığını söylemişti ben de ücret iadesi yapmıştım 3 gün sonra tekrar baktırmak için yazdı bir de taktiği arkadaşlarına da söylemiş arkadaşı olan 2 kişi de açılımla uyuşmadığını söylemişti ücret ödememek için baktıktan sonra :d,[[0.38942638 0.61057362]]
RT @e_mkkn_: Yurt dışına gitsem daha ucuza tatil yapacağım. Bu nasıl bir iş? Hepimiz çok zengin olduk da ondan mı bu fiyatlar böyle benim h…,[[0.46964119 0.53035881]]
Herkes sahte,[[0.46964119 0.53035881]]
@NoRespecte İpler bizim elimizde olduğu için mutluluk hormonlarım tavan yaptı canoo,[[0.46964119 0.53035881]]
@rojin_ekinciogl Keyifli okumalar,[[0.46964119 0.53035881]]
@hakanchelik İsteyen istediğini istediği gibi taciz edebilir ülkesi hoş geldiniz 😊,[[0.46964119 0.53035881]]
@seyma192307 Neden olsun,[[0.46964119 0.53035881]]
@rumsplaining Seni yemece,[[0.46964119 0.53035881]]
kedim kendini koç ya da boğa sandığı için geriye gidip gelip bacağıma kafa atıyo sonra tekrar gidip tekrar kafa atıyo kedim bozuldu mu,[[0.46964119 0.53035881]]
@Ronak38272564 🙋‍♂️,[[0.46964119 0.53035881]]
@rumsplaining şu an beni sabun bile sakinleştiremez ya insanları sikeyim cidden,[[0.46964119 0.53035881]]
RT @drtugbanaz: @t24comtr İsrail nasıl protesto edilir bilir misiniz ; daha çok ilim,[[0.46964119 0.53035881]]
@S_ezer01 Herhalde skxnkfn,[[0.46964119 0.53035881]]
Çok yorgunum ve bu keşke sadece fiziksel olsaydı.,[[0.46964119 0.53035881]]
RT @emelalkan123: GÜNDEM ÇALIŞMAMIZ BAŞLADI  Etiketimiz:  Kardeşlerimiz SerbestKalsın,[[0.46964119 0.53035881]]
RT @furkanhabernet: Alparslan Hoca,[[0.46964119 0.53035881]]
RT @ebru7747: @ihacomtr Haberi başlığına bak !  Videodaki YALANA bak !  Camiye giren 4 kişi ile,[[0.46964119 0.53035881]]
@hotbutmess İki kelime anladıysam...,[[0.46964119 0.53035881]]
dertlenince nasıl yemek kesiyosunuz ben üzüntüden kendimi mutfağa atmaktan dertlenme programı ile +10 aldım 👉🏻👈🏻,[[0.2398086 0.7601914]]
@gevezesena Yaaaa dndnnd,[[0.46964119 0.53035881]]
https://t.co/8FcGI96xPi,[[0.40711539 0.59288461]]
RT @semrakuytul: Cuma günü gözaltına alınıp iki gün boyunca,[[0.46964119 0.53035881]]
@tavsanuwu askım öncelikle anlattığın şeyler normal davranışlar değil. Annende sinirleriyle ilgili sorunlar var ve psikolojik tedavi alması gerek. Sen umursamıyorum desen bile böyle davranması senin de özgüvenini kırar ve seni de depresyona sürükler hakkı yok bu şekil davranışlara +,[[0.38640314 0.61359686]]
Işıkları kapatmıyorum ışıklar yanarken yanan önemli,[[0.46964119 0.53035881]]
Düşüncelerim eziyet ediyor bana,[[0.46964119 0.53035881]]
RT @GolcuKemal: KIYMETLİ KARDEŞLERİMİZ GÜNDEM ÇALIŞMAMIZ BAŞLADI ‼️  ETİKETİMİZ;  Emniyetteİşkenceyi Lanetliyoruz #AdaletBekleyişi,[[0.46964119 0.53035881]]
Bir hapishanenin avlusundan izler gibiyim hayatı,[[0.46964119 0.53035881]]
RT @10SVT1: Kardeşlerimiz SerbestKalsin,[[0.46964119 0.53035881]]
RT @MustafaSahinFV: Adliye Önünde Zulüm | CANLI YAYIN  Kardeşlerimiz SerbestKalsın #AdaletBekleyişi #AdaletYeriniBulsun    https://t.co/uDs0…,[[0.40711539 0.59288461]]
Birkez daha güvenmek birkez daha yanılmayı göze almaktır,[[0.46964119 0.53035881]]
@Ozgekocahan 😂😂😂,[[0.46964119 0.53035881]]
ilk sabah 8 dersine geç kaldım online okula hayır diyen aklımı sikiyim 🤝,[[0.46964119 0.53035881]]
@Ulubatl99683747 Aile meclisinden dışarı:),[[0.46964119 0.53035881]]
💪👊🤩  https://t.co/IA6Bp0zHLM,[[0.40711539 0.59288461]]
Sen gözlerimin son adresisin.,[[0.38987615 0.61012385]]
Neden bu kadar boş bu şehir,[[0.46964119 0.53035881]]
@serseriherif1 #ff @hilalblut01 sgsgsgsg,[[0.46964119 0.53035881]]
@sumeyyademirel7 Geldesem gelir miydin 😄,[[0.46964119 0.53035881]]
Büyük şeylere üzülmeyizde küçük şeylerde aklımız kalır,[[0.46964119 0.53035881]]
@ZeynepCeydaAK Atlar başka biryerde mi yatıyor.🤔,[[0.46964119 0.53035881]]
Kalite tesadüf değildir,[[0.46964119 0.53035881]]
Ulan ya  #23Nisan  https://t.co/UW8TPYIkfM,[[0.40711539 0.59288461]]
RT @feyziarslan4: GÜNDEM ÇALIŞMAMIZ BAŞLADI ❗️  Etiketimiz:  Yargısızİnfaza Son,[[0.38987615 0.61012385]]
İyi geceler.,[[0.46964119 0.53035881]]
RT @yusuferoll_: Tüm körler gördü,[[0.46964119 0.53035881]]
RT @frknnsli1: Emniyetiniz altinda olması gereken insanlar neden işkenceye maruz kalıyor.  Siz polis misiniz eşkıya mısınız?  AdanaEmniyeti…,[[0.46964119 0.53035881]]
RT @duaet01: Adana Emniyeti somut delil olmadan ve eşinin açıklaması da bu doğrultuda iken neden işkenceye başvuruyor?  Ne yapılmak isteniy…,[[0.46964119 0.53035881]]
Beşiktaşlılar şampiyonluğu kutlamayı bilmiyor yemin ederim 😂😂,[[0.46964119 0.53035881]]
Olmamam gereken kişi olmaktan korkuyorum,[[0.46964119 0.53035881]]
RT @artcullture:  https://t.co/rkxzPkcXYv,[[0.40711539 0.59288461]]
@babyyhibisco her zaman ask 🥺💖,[[0.48886574 0.51113426]]
RT @Petek_Sarsu: Furkan Gönüllülerine Kumpas Devam Ediyor! Bir Gönüllü Daha Haksızca Tutuklandı!   Yargısızİnfaza Son    https://t.co/IqFVRC…,[[0.37038487 0.62961513]]
Nabersiniz millet,[[0.46964119 0.53035881]]
Psikoloji ödev teslimim bir bitsin uzun süre mağara adamları gibi yaşıcam biri Freud mu dedi Freud'un anasını s2m diyip hayatıma devam edicem,[[0.46964119 0.53035881]]
@Ertugrularslaan Ben de yılan olamam hahsgsh,[[0.3229543 0.6770457]]
@Sultn_2258 😊,[[0.46964119 0.53035881]]
"RT @MahmudPalaz: Furkan Gönüllüsü İzzet Daş'ın kaleme aldığı \"Furkan Kardeşliği\" şiirini cezaevinde tutuklu bulunan kardeşlerimize",[[0.46964119 0.53035881]]
@dilaracann30 🙃..,[[0.46964119 0.53035881]]
həyat çox sıkıcı bir hal almağa başladı.,[[0.46964119 0.53035881]]
@borsacibaba Güzel bir izlenim uçurumun boyutu baya derinleşmiş,[[0.46964119 0.53035881]]
RT @semrakuytul: Kumpası sürdürme derdinde misiniz! Yazıklar olsun! Bulundu diyeceklerine kayıp demeye devam etmenin başka bir anlamı var m…,[[0.46964119 0.53035881]]
@GetsToHell_ Ashhfkdld benzerr,[[0.46964119 0.53035881]]
Tebessüm sadakadır.,[[0.46964119 0.53035881]]
@sedarabac ...,[[0.46964119 0.53035881]]
RT @artcullture: Art by Lakeebs  https://t.co/LMiGlV7QfZ,[[0.40000821 0.59999179]]
@Songul4535 Bana borcun yok e imzalı belgedir😊,[[0.46964119 0.53035881]]
RT @furkanvakfi: Hala kayıp olduğu iddia edilen Koray Sarısaçlı'dan açıklama:  “Furkan Gönüllüleri ile hiçbir husumetim yok,[[0.46964119 0.53035881]]
Şu 4 akademisyenden uzak durun; - finaller gelmesine rağmen vize notlarını açıklamayan (haddake) - sınav yerine günlerce uğraştıracak ödev veren (mennane) - derste kendi hayatını anlatıp kendini öven (berrake)  - sınavda bir önceki soruya dönmeye izin vermeyen (şeddake),[[0.46964119 0.53035881]]
@Jasmin_571_632 @TwitBakani Ülkede işleyen birşey kalmayınca öyle oluyor.,[[0.46964119 0.53035881]]
@Selma_dadak Hahah neden,[[0.46964119 0.53035881]]
RT @yinehuzunluyum: ne anlatmayi seviyorum ne paylasmayi bu derdi kederi icime ata ata geberiyorum ama yine de minnet etmiyorum,[[0.45258446 0.54741554]]
@senagurol1 Sıradan yaşıyorumm😄,[[0.46964119 0.53035881]]
@pars489 o kadar arkadaşın veya sevenin yok ki kendine fan sayfası açıp kendi tweetlerini falan beğeniyorsun üzüldüm ayrıca bu şarkıları yaparken uyaranın da mı olmadı napıyorsun amk diye :d yazık üzüldüm sana,[[0.46833556 0.53166444]]
@Ozgekocahan Sabah sabah sabah olmazken neler oluyorr,[[0.46964119 0.53035881]]
@pelinuzl @NoRespecte 💗💗🥳,[[0.46964119 0.53035881]]
@atarl_cavidan61 Orası da çok uzun olmadı şimdi. 😂😂,[[0.46964119 0.53035881]]
Çok şey kaybettik hayatta ama hepsinin yeri doldu o yüzden hiç farketmez,[[0.46964119 0.53035881]]
RT @MustafaSahinFV: 4 Gündür Hiçbir Suçu Olmadığı Halde Gözaltında Tutulan 3 Furkan Gönüllüsü Serbest Bırakılsın!  Kardeşlerimiz SerbestKal…,[[0.46964119 0.53035881]]
ilk defa yarrak gibi olmus cümlesinin gerçek anlamda uyduğu bi sey görüyorum,[[0.46964119 0.53035881]]
RT @Sudenurcerittt: İnsan,[[0.46964119 0.53035881]]
Ve yorgunum. Anlatmaktan ve anlaşılmamaktan,[[0.46964119 0.53035881]]
Kazananlar; kazanmaya odaklanır. Kaybedenler ise kazananlara.,[[0.46964119 0.53035881]]
@ZeydanKaralar01 İşçi kapasitesini yarının altına düşür mahalle sokaklar çöplük haline gelsin kışın evleri sivri sinekler bassın sonra işçi maaşı 3100 yersen. İkincisi yol çalışmalarınızı yasak günlerde yapın reklam için trafiği felç etmeyin.,[[0.46964119 0.53035881]]
@Ozgekocahan Hemen geliyorum anlat,[[0.46964119 0.53035881]]
RT @nesadkayra: Önce kendimize bir ev yapacağız. Sonra çocukluğumuzu o evde baştan büyüteceğiz.,[[0.46964119 0.53035881]]
Üç harfli kelimenin anlamını özümseyen çok nadir insanlar var,[[0.46964119 0.53035881]]
Ne siyah ne beyaz ne farkeder kör olduktan sonra,[[0.46964119 0.53035881]]
@dilekzdg toplar hariç herkesin mükemmel diyeceği bir tat..,[[0.46964119 0.53035881]]
@tv100 Adam sonun na kadar haklı tek başına seyir halinde maske takmak zorunlu değil mantıklı bile değil. Bu gidişat hiç iyi değil,[[0.53556108 0.46443892]]
RT @wannawave:  https://t.co/JRxYFrfUvc,[[0.40711539 0.59288461]]
Aynaya dön bi özüne bak,[[0.46964119 0.53035881]]
@ayhan57207470 Spas patrona kârker🙋‍♂️,[[0.46964119 0.53035881]]
